# 30 test case
09,02,2009,15,39,00.841000,-7.411645,72.451909,-0.0630844, 66.4741666666667, 1.2877
09,02,2009,19,16,19.334000,-7.411646,72.452308,-0.0633503, 120.923333333333, 1.3061
09,02,2009,22,43,52.944000,-7.411645,72.451909,-0.0630844, 172.9275, 1.3149
# 31 test case
09,02,2009,15,39,00.841000,-7.411645,72.451909,-0.0630844, 66.4741666666667, 1.2877
09,02,2009,19,16,19.334000,-7.411646,72.452308,-0.0633503, 120.923333333333, 1.3061
10,02,2009,14,21,13.661000,-7.411646,72.452308,-0.0633503, 47.9608333333333, 1.2786
# 32 test case
09,02,2009,15,39,00.841000,-7.411645,72.451909,-0.0630844, 66.4741666666667, 1.2877
09,02,2009,19,16,19.334000,-7.411646,72.452308,-0.0633503, 120.923333333333, 1.3061
10,02,2009,14,21,08.850000,-7.411874,72.452251,-0.0633579, 47.9408333333333, 1.2784
# 33 test case
09,02,2009,15,39,00.841000,-7.411645,72.451909,-0.0630844, 66.4741666666667, 1.2877
09,02,2009,19,16,19.334000,-7.411646,72.452308,-0.0633503, 120.923333333333, 1.3061
10,02,2009,18,18,10.969000,-7.411874,72.452251,-0.0633579, 107.339583333333, 1.2993
# 34 test case
09,02,2009,15,39,00.841000,-7.411645,72.451909,-0.0630844, 66.4741666666667, 1.2877
09,02,2009,19,16,19.334000,-7.411646,72.452308,-0.0633503, 120.923333333333, 1.3061
11,02,2009,16,08,44.489000,-7.411646,72.452308,-0.0633503, 75.89125, 1.286
# 35 test case
09,02,2009,15,39,00.841000,-7.411645,72.451909,-0.0630844, 66.4741666666667, 1.2877
09,02,2009,19,16,19.334000,-7.411646,72.452308,-0.0633503, 120.923333333333, 1.3061
11,02,2009,16,09,41.658000,-7.411645,72.451909,-0.0630844, 76.1295833333333, 1.286
# 36  McCuskey pg 81 2.8                                          
 15, 11,  1961,   0,   0,    0.0000, 36.000000,   353.000000,  0.0000,  339.864583,  -10.8973611,    10000.0,
  2, 12,  1961,   0,   0,    0.0000, 36.000000,   353.000000,  0.0000,  341.950417,  -11.7748611, 
 12, 12,  1961,   0,   0,    0.0000, 36.000000,   353.000000,  0.0000,  343.754583,  -11.9325833, 
# 37  Taff pg 232   2.67                                          
  4,  2,  1982,  15,  24,    0.00,   33.817737,  -106.509385,  1.50242,  140.00666,    44.467500,    10000.0,
  4,  2,  1982,  15,  44,    0.00,   33.817737,  -106.509385,  1.50242,  157.79125,    56.801944, 
  4,  2,  1982,  16,  04,    0.00,   33.817737,  -106.509385,  1.50242,  178.53000,    63.268055, 
# 38 Gauss Orig - Montenbruck pg 245 Heliocentric!               
  5,  9,  1805,  24,   8,  42.000,    0.000000,     0.000000,  0.0000,   95.9897500,  22.35752222,    100000.0,
 17,  1,  1806,  22,   5,  42.000,    0.000000,     0.000000,  0.0000,  101.3112083,  30.35672222,    
 23,  5,  1806,  20,  20,  56.400,    0.000000,     0.000000,  0.0000,  121.9358333,  28.04640000,     
# 39 Rockwell  Obj J91A01P                                       
 29,  3,  1995,   8,  36,  41.184,    0.000000,     0.000000,  0.0000,  162.8180833,   6.42436111,    100000.0,
 29,  3,  1995,  10,   8,  24.000,    0.000000,     0.000000,  0.0000,  162.8065416,   6.42838888, 
 29,  3,  1995,  10,  59,  26.880,    0.000000,     0.000000,  0.0000,  162.8001250,   6.43058333, 
